CLOROF_A,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,P_TOT,ORTO_PO4,COLOR_VER,TRANSPARENCIA,ABS_UV,SDT,SAAM,SST,TURBIEDAD,TEMP_AMB,PROFUNDIDAD,CAUDAL,DUR_TOT,TEMP_AGUA,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L
15.8564,7701,,,30.051,20.024,,,,,0.041,0.001,0.0138,0.0148,0.0706,0.0558,0.1063,0.0169,25,,0.1906,51626.4,,56.5,29,35.1,,,,,64533,8.06,132.27,7.45
42.3136,780,,,7.792,6.63,,,,,0.1107,0.0037,0.0092,0.0129,0.1365,0.1236,0.1505,0.0107,75,,0.163,11008,,55,22,28.1,,,,29,13760,6.92,93.7,6.94
8.1464,24196,,,0.088,0.088,,,,,0.003,0.0036,0.0107,1.9637,1.981,1.9667,0.22201,0.0152,30,0.15,0.171,9848,,84.29,25,30.2,,,,31.8,12310,7.53,98.6,7.19
29.45,10,,,17.88,14.91,,,,,0.028,0.002,0.015,0.954,0.999,0.982,0.14,0.02,75,0.1,0.18,42008,,288.6,90,28.3,0.2,,,25.5,52510,8.1,103.4,6.9
13.17,12033,,,0.088,0.088,,,,,0.087,0.001,0.009,1.528,1.625,1.615,0.166,0.025,10,0.1,0.043,43564.8,,162,100,41.5,0.2,,,29.1,54456,7.8,109.8,7
27.37,2143,,,23.704,8.629,,,,,0.079,0.001,0.022,1.955,2.057,2.034,0.191,0.017,50,0.2,0.19,47360,,85,26,36,0.3,,,35,59200,8.2,125.2,6.8
37.27,24196,,,2.512,1.87,,,,,0.089,0.002,0.042,0.683,0.816,0.772,0.081,0.01,12.5,0.4,0.141,11901.6,,33.8,16,34.5,0.8,,,33,14877,8.1,95.3,6.9
145.708,12033,,,13.974,4.923,,,,,0.054477,0.0026,0.0244,1.488165,1.569642,1.542642,0.22829,0.013,10,0,0.066,38480,,210,140,31.5,0.15,,,30.9,48100,8.8,134.6,9.91
0.1,7270,,,0.088,0.088,,,,,0.057113,0.006137,0.004125,2.385843,2.453218,2.442956,0.210025,0.048964,13,0.1,0.092,61600,,260.38,34,34,0.2,,,34.5,77000,8.6,153.2,11.59
9.0976,6867,,,0.088,0.088,,,,,0.054421,0.00129,0.100248,2.195549,2.351508,2.24997,0.248595,0.025896,40,0.2,0.245,56080,,98,25,34,0.3,,,34.3,70100,8.6,134.5,9.53
27.7668,10462,,,0.088,0.088,,,,,0.125201,0.003409,0.047875,1.154867,1.331352,1.280068,0.318931,0.318931,70,0.2,0.23827,4240,,66,50,37,0.4,,,36.7,5300,9,133.5,8.96
8.295,1450,,,,,,,,,0.114926,0.002174,0.008906,3.180314,3.30632,3.29524,0.347477,0.009029,30,0.1,0.20265,33008,,190,68,30,0.2,,,27,41260,7.9,90.7,6.1
0.1,3873,,,0.088,0.088,,,,,0.338035,0.004121,0.009645,1.517455,1.869256,1.85549,0.410274,0.410274,18,0.2,0.14008,39120,,402.86,80,30,0.2,,,32.3,48900,7.8,76.2,4.7
0.1,4884,,,8.251,2.629,,,,,0.060349,0.005,0.002559,2.121936,2.189844,2.182285,0.202589,0.035288,13,0.1,0.07641,50560,,180,85,33,0.3,,,33.9,63200,8.7,116.6,6.6
0.1,15531,,,5.314,2.755,,,,,0.436726,0.011074,0.256468,0.632142,1.33641,1.068868,0.389822,0.051983,130,0.1,0.19249,2086.4,,175,165,32,0.3,,,30.5,3260,7.9,55,4.1
2.1434,24196,,,0.088,0.088,,,,,0.21339,0.00403,0.03676,1.94618,2.20036,2.15957,0.384,0.0232,15,0.09,0.1212,50640,,346.6667,33,28,0.09,,,26.8,63300,8.6,138.1,10.9
1.67993,11199,,,0.088,0.088,,,,,0.11217,0.00463,0.02178,3.65327,3.79185,3.76544,0.576,0.0854,25,0.05,0.1643,73920,,636.6667,150,30,0.12,,,34,92400,8.1,93,6.53
11.47067,17329,,,0.088,0.088,,,,,0.22584,0.00185,0.03061,2.16717,2.42547,2.39301,,,50,0.2,0.2318,82240,,253.8462,22,28,0.2,,,29,102800,8.2,50,3.84
0.1,857,,,0.088,0.088,,,,,0.07031,0.002784,0.0833,1.391862,1.548256,1.462172,0.0997,0.001,25,0.42,0.1621,46640,,38,14,35,0.42,,,35.3,58300,8.2,159.8,11
,11199,,,5.321,4.701,,,,,0.12685,0.00209,0.03081,1.82503,1.98478,1.95188,0.2444,0.0248,20,0.14,0.1065,40000,,348.3871,140,30,0.14,,,29.7,50000,8.4,157.4,11.95
3.6656,1523,,,25.41,19.265,,,,,0.1776,0.03646,0.23571,3.87271,4.32248,4.05031,0.3884,0.06,75,0.08,0.2261,70720,,346,90,27.9,0.08,,,28.8,88400,8,96.4,7.25
3.6656,12033,,,17.96,15.53,,,,,0.32794,0.0036,0.02763,4.2009,4.56007,4.52884,0.5861,0.1078,25,0.09,0.1688,71520,,1255,80,35.9,0.12,,,32.1,89400,8.3,102,7.39
7.584,5172,,,6.659,5.439,,,,,0.07788,0.00156,0.012,1.86253,1.95397,1.94041,0.2284,0.0358,50,0.21,0.1387,7696,,41.1765,13,28.3,0.3,,,26.7,9620,8.9,136.8,10.73
0.474,10,,,6.042,4.035,,,,,0.13391,0.005,0.02041,3.36291,3.52223,3.49682,0.1446,0.047,15,0.21,0.1553,57200,,125.8824,29,28.9,0.21,,,32.9,71500,8.1,137.1,9.7
5.5788,14136,,262,5.835,5.682,2,8.4,10,30.25,0.37827,0.01266,0.25955,1.01305,1.663533,1.39132,0.1374,0.0989,50,0.23,,2425.6,0.02,108.4,80,32.3,0.23,,375.01,31.9,3790,7.5,64.9,5.1
,110,218,86,1.853,1.853,2,2,10,17.072,0.094,0.0073,0.126,0.2488,0.4761,0.3428,0.1292,0.0175,12.5,,0.009,274.7712,,10,2.6,23.58,,770,141.6168,26.12,429.33,8.86,140.38,11.42
,5475,7701,122,5.6058,3.3802,2.79,3.45,31.5536,66.5184,0.0462,0.0024,0.0043,0.6068,0.6597,0.653,0.1349,0.0268,17.5,,0.009,233.6,,34.5,36.1,31.51,,5,153.5664,30.7,365,7.71,88.77,6.68
,3654,17329,84,6.533,4.8878,2.34,4.2,10,41.616,0.0509,0.0035,0.0252,0.7774,0.857,0.8283,0.0813,0.034,12.5,,0.009,212.48,,12,10,29.9,,5,128,30.8,332,6.32,,
,111990,241960,34480,5.2356,5.0858,2.53,3.49,57.12,106.08,0.0784,0.006,0.5215,0.5318,1.1377,0.6102,0.7049,0.0554,750,,0.2102,108.16,,2825,1150,36.2,,40170,122.662,30.8,169,7.73,93.5,7.73
,14136,24196,14136,8.2662,7.598,5.57,9.17,26.4,32.4,0.1958,0.0109,0.691,0.3364,1.2341,0.5322,0.108,0.0748,300,,0.2256,70.4,,260,175,30,,133100,64.256,29.7,110,7.36,104.8,7.91
,1935,12997,10,6.295,4.682,2.06,2.6,23.76,39.6,0.043,0.005,0.035,0.248,0.331,0.291,0.102,0.022,12.5,,0.058,103.04,0.096,10,2,31.1,,8300,90.024,31.1,161,9.07,164.9,12.06
,677,1106,31,1.18,1.16,3,5,12,28,0.11,0.02,0.43,0.23,0.79,0.34,0.1,0.03,20,,0.054,163.84,0.02,10,5.5,23.8,,332,138,26.7,256,7.91,90.9,7.2
,1565,3255,63,1.404,0.85,4.8,14.4,11.48,29.52,0.136,0.007,0.167,0.414,0.724,0.55,0.551,0.053,10,,0.057,250.24,0.041,9.5,2.4,28.8,,5,90,30.3,391,8.2,74.2,5.6
,4611,4611,199,4.843,3.263,6.4,13.8,22.72,73.65,0.197,0.002,0.024,0.502,0.725,0.699,0.161,0.002,12.5,,0.084,173.44,0.037,45.8,22,36.2,,0,148.5,33.7,271,9,145.1,10.4
,2851,11199,20,0.772,0.772,4.4,5.8,10,10,0.152,0.004,0.025,0.255,0.436,0.407,0.06,0.023,15,,0.056,87.04,0.03,7.3,7.2,37.5,,14820,128,32.8,136,8.6,51.7,4.5
,6131,24196,3448,4.232,3.924,2,22.1,10.56,29.23,0.218,0.005,0.186,0.558,0.967,0.776,0.369,0.043,100,,0.097,74.304,0.021,345,180,36,,71300,56.8,31.6,116.1,8.2,102.2,7.6
,8164,24196,4611,2.513,2.513,2,4.4,10,10,0.103,0.006,0.283,0.608,1,0.711,0.112,0.04,62.5,,0.109,103.68,0.013,82.5,92.5,36.5,,91450,46.6,29,162,7.2,92.2,7.2
,2282,3076,663,1.5451,1.042,2,2,10,10,0.13239,0.003,0.0458,0,0.18119,0.13239,0.159952,0.0414,10,,0.051,111.808,0.1,10,32.5,28,,8469,45.31,25,174.7,7.9,102,8.43
,2909,4611,1,1.4989,1.4848,2,2,10,10,0.074874,0.006307,0.074377,0.338894,0.494452,0.413768,0.087326,0.033885,10,,0.06,170.24,0.022,10,1.6,29,,258.6,87.76,30,266,8.9,122.9,9.37
,1081,1421,20,2.1497,1.5959,6.24,7.07,10,10,0.096985,0.001094,0.041833,0.372523,0.512435,0.469508,0.131819,0.072004,15,,0.072,192.64,0.09,10,1.5,31,,1172.9,79.46,32.1,301,8.6,120.2,8.92
,24196,24196,11199,3.9211,1.8402,2,2,13.06,22.85,0.057271,0.005414,0.197948,0.485833,0.746466,0.543104,0.932226,0.058642,50,,0.096,101.12,0.01,96.67,80,36,,24238.6,51.8,32,158,7.7,75,5.71
,24196,24196,9804,2.8254,2.46,2,2,10,10.76,0.065831,0.004405,0.355271,0.440378,0.865885,0.506209,0.26822,0.064397,100,,0.10823,72.96,0.025,190,110,36,,161277.4,40.28,30.1,114,7.9,81.7,6.21
,7270,15531,107,1.0888,0.8781,2,2,10,10,0.021016,0.010433,0.179257,0.205435,0.416141,0.226451,0.061511,0.01097,5,,0.01511,94.72,0.01,7.5,4.4,34,,25494.9,64.51,31.3,148,8.3,113.1,8.37
,754,1119,1,1.4215,1.1634,2,2,10,10,0.049845,0.01185,0.213638,0.245694,0.521027,0.295539,0.095732,0.030409,3,,0.06523,196.48,0.01,10,1.1,30,,2761.8,95.23,28.4,307,8.9,110,9.01
,144,1274,1,1.7003,1.7003,2,2,10,10,0.073747,0.001084,0.004,0.396309,0.47514,0.470056,0.067331,0.026702,10,,0.06111,190.72,0.01,10,2.8,29,,,111.02,31.8,298,8,97.7,7.19
,24196,24196,24196,8.5666,8.0901,2,4.12,22.9,82.89,0.251497,0.00686,0.479072,2.283751,3.02118,2.535248,0.73593,0.054495,150,,0.30688,65.28,0.036,780,400,33,,361795,50.06,28.7,102,7.5,86,6.67
,24196,24196,7701,4.4177,4.2557,2,2,10,10,0.308715,0.007281,0.418303,2.844083,3.578382,3.152798,0.267423,0.049596,75,,0.17613,92.16,0.058,64,46,31,,119575,48.13,31.7,144,8,101.6,7.52
,24196,24196,9208,2.7621,2.7621,2,4.28,10,16.88,0.141924,0.016325,0.10573,0.604634,0.868613,0.746558,0.277338,0.0351,75,,0.09213,82.56,0.008,116,54,31,,128100,50.88,31,129,8.3,94.5,6.82
,1500,1607,1,2.577,2.101,2,2,10,10,0.05367,0.00726,0.12232,0.25263,0.43588,0.3063,0.04854,0.05005,5,,0.069,146.56,0.02,10,1.3,25,,4854.5,62.15,27,229,8.6,104.1,8.22
,2098,14136,20,3.471,3.471,2,2,10,10,0.04756,0.00231,0.01092,0.3994,0.46019,0.44696,0.05858,0.016,13,,0.089,293.76,0.01,13,3.5,30,,95.4,139,29.3,459,8.7,140.9,10.64
,24196,24196,24196,3.619,3.494,2,2,10,24.59,0.32799,0.00807,0.44649,0.4124,1.19495,0.74039,0.13495,0.06324,50,,0.168,95.04,0.022,35.29,28,34,,126481.6,42.45,31.1,148.5,7.6,94.9,6.99
,54750,81640,11780,2.936,2.876,2,2,10,15.34,0.2922,0.00563,0.15118,0.56187,1.01088,0.85407,0.13442,0.02398,130,,0.146,78.272,0.018,198,110,31,,109237.5,43.15,30.1,122.3,8,106.7,7.14
,990,2143,20,1.961,1.961,2,2,10,10,0.10325,0.03253,0.3155,0.26623,0.71751,0.36948,0.11559,0.07637,3,,0.054,139.008,0.019,14,3.6,25,,1149.5,71.225,25.3,217.2,8.3,94.6,7.92
,1236,1785,20,1.745,1.414,2,2,10,10,0.096731,0.004779,0.007494,0.40261,0.511614,0.499341,0.09414,0.07038,13,,0.059,179.84,0.018,10,2.5,28.3,,291.4,82.488,25.8,281,7.9,109.4,9.93
,43520,241960,24810,4.453,4.453,2,2,11.93,60.91,0.216977,0.029414,0.504808,3.81826,4.569459,4.035237,0.68942,0.0685,130,,0.072,73.856,0.064,913.33,1000,31.3,,273920,54.314,29.7,115.4,7.2,88.4,6.62
,6131,24196,4106,2.443,2.117,2,2,10,10,0.220646,0.005406,0.2156,0.28915,0.730802,0.509796,0.11623,0.04605,80,,0.103,77.44,0.049,96,60,33.2,,104341,45.329,30.6,121,8.1,97.7,7.21
,462,12033,50,1.932,1.845,2,2,10,10,0.087867,0.007237,0.168259,0.49551,0.758873,0.583377,0.18106,0.0407,30,,0.059,161.28,0.064,10,3,29.3,,23002.6,80.376,26.2,252,8.3,116.5,9.21
,175,565,10,1.81,1.81,2,2,10,10,0.105368,0.03305,0.49828,0.41701,1.053708,0.522378,0.11258,0.05547,5,,0.055,152.96,0.061,10,0.9,27.2,,3764,96.864,24.6,239,8.2,108.2,8.87
11.164,,,,35.576,27.233,,,,,0.0686,0.0022,0.0207,0.0229,0.1144,0.0915,0.1681,0.0425,60,,,95386.4,,256.6667,14,27.4,,,,26.29,119233,8.41,63.3,3.09
10.472,7701,,,31.417,30.354,,,,,0.1242,0.005,0.2264,0.2264,0.582,0.3506,0.1353,0.0314,50,,0.2731,89120,,16,12,34.1,,,,33.6,111400,8.12,141.8,6.6
15.9784,931,,,15.883,11.444,,,,,0.1094,0.003,0.0161,0.0191,0.1476,0.1285,0.1344,0.0111,125,,0.039,35584,,28,12,27.8,,,,30,44480,6.92,117.9,7.52
51.1728,24196,,,0.088,0.088,,,,,0.1393,0.0012,0.0093,3.8499,3.9997,3.9892,0.2232,0.0084,25,,0.211,9320,,30,25,29.6,,,,32.5,11650,7.41,195.2,13.47
23.27,110,,,,,,,,,0.038,0.001,0.006,0.596,0.641,0.634,0.24,0.02,100,0.1,0.292,41512,,60,19,29.6,0.2,,,28.5,51890,8.54,133.9,8.87
16.11,1153,,,28.718,26.608,,,,,0.107,0.001,0.011,3.006,3.125,3.113,0.222,0.039,25,0.3,0.408,82213.6,,6,7,36.8,0.3,,,30.4,102767,8.3,80.1,4
18.69,24196,,,24.278,13.673,,,,,0.065,0.006,0.191,2.571,2.833,2.636,0.233,0.028,50,0.1,0.214,62576,,23,11,36,0.4,,,35,78220,8.5,96.2,5
21.34,19863,,,4.231,3.271,,,,,0.04,0.001,0.017,1.02,1.078,1.06,0.1,0.007,12.5,0.6,0.159,18213.6,,13.8,9.5,40,0.6,,,33.5,22767,8.5,136,9.6
80.58,11199,,,22.257,12.681,,,,,0.102088,0.000849,0.065311,4.902012,5.07026,5.0041,0.263,0.023225,60,0.2,0.447,100560,,160,13,34,0.3,,,32.9,125700,8.5,148.3,11.18
5.0228,12033,,,0.088,0.088,,,,,0.056591,0.001269,0.049675,3.753217,3.860752,3.809808,,,25,0.2,0.263,102800,,48,11,33,0.5,,,33.6,128500,8.9,137.2,9.72
7.5192,3255,,,1.668,0.088,,,,,0.085624,0.001901,0.01103,1.552165,1.65072,1.637789,0.189175,0.014861,30,0.3,0.24729,9760,,25,20,39,0.6,,,35.6,12200,8.7,95.8,6.4
0.1,1354,,,,,,,,,0.081514,0.005467,0.00217,2.467186,2.556337,2.5487,0.1039,0.013143,15,0.3,0.26624,36240,,15.33,5.4,29,0.3,,,26.1,45300,8.6,114.8,7.6
0.1,17329,,,40.706,40.706,,,,,0.196826,0.005,0.01177,2.823672,3.037268,3.020498,0.336205,0.033133,40,0.2,0.36378,66320,,74,17,29,0.3,,,31.9,82900,8.4,119.5,6.5
0.1,17329,,,38.64,23.95,,,,,0.076521,0.001154,0.001818,4.702412,4.781905,4.778933,0.190351,0.07658,70,0.2,0.39365,85360,,84.29,16,33,0.4,,,33.3,106700,9,68.1,3.7
0.1,19863,,,0.088,0.088,,,,,0.118098,0.001144,0.003207,3.201814,3.324263,3.319912,0.189196,0.012709,40,0.3,0.1829,53040,,21,10,33,0.4,,,32.1,66300,8.5,73.6,5.3
4.3581,24196,,,0.088,0.088,,,,,0.28924,0.00828,0.13733,4.62334,5.05819,4.91258,0.2395,0.0293,60,0.1,0.3914,51280,,127,30,30,0.1,,,28.9,64100,8.8,162.7,12.4
6.0351,5475,,,0.088,0.088,,,,,0.13681,0.00631,0.05569,4.54487,4.74368,4.68168,0.3972,0.0908,60,0.25,0.4884,108720,,79.4118,12,31,0.25,,,35,135900,8.5,187.8,12.9
5.2858,2613,,,0.921,0.088,,,,,0.1139,0.00187,0.01766,2.99544,3.12887,3.10934,0.2147,0.0303,70,0.3,0.4388,99360,,54,15,27,0.3,,,28.6,124200,8.8,30.5,2.4
4.416,,,,0.088,0.088,,,,,0.204154,0.001018,0.02572,1.616221,1.847113,1.820375,0.1378,0.0396,60,0.48,0.3339,118640,,82.5,11,34,0.48,,,33.7,148300,7.9,111.6,7.9
16.2312,3448,,,51.27,33.81,,,,,0.013064,0.003429,0.063916,3.46512,3.545529,3.478184,0.2215,0.0338,100,0.26,0.4089,60320,,93,18,31,0.26,,,29.3,75400,8.7,,
9.1624,6867,,,61.9,52,,,,,0.519,0.003713,0.046514,4.98491,5.554137,5.50391,0.4126,0.0241,90,0.08,0.2682,74720,,307.8947,37,26.1,0.08,,,26.3,93400,8,98.2,7.4
0.1,2603,,,62.75,60.35,,,,,0.250891,0.011402,0.022566,6.76901,7.053869,7.019901,0.3249,0.1595,300,0.3,0.1439,114640,,29,18,36.3,0.3,,,33.7,143300,8.4,,
8.532,24196,,,22.725,16.3,,,,,0.322686,0.001718,0.023247,5.15352,5.501171,5.476206,0.4029,0.0248,100,0.22,0.2019,24080,,56.6667,15,28.4,0.32,,,27.3,30100,8.8,135.5,10.5
9.302,10,,,60.08,40.96,,,,,2.290397,0.005,0.037546,7.81252,10.145463,10.102917,0.3038,0.0244,75,0.27,0.3612,89200,,87.3333,15,28.7,0.27,,,29.6,111500,8.4,109.1,8.2
7.628,,,,25.76,23.69,,,,,0.27724,0.000875,0.036185,4.20427,4.518571,4.481511,0.1261,0.0614,,0.5,,,,10,9,32.5,0.5,,,32.1,88100,8.7,82.8,6.5
2.81,4611,,,1.264,1.1026,,,,,0.0688,0.005,0.1594,1.3956,1.6288,1.4644,0.1785,0.001,15,,0.009,28856,,41,15,29.09,,,,27.42,36070,8.7033,87.7,6.15
11.9792,218,,,43.958,35.7,,,,,0.085,0.0023,0.0505,0.0528,0.1906,0.1378,0.213,0.0447,50,,0.0136,98080,,375,35,36.1,,,,35.44,122600,8.19,134,5.81
11.4816,4884,,,33.203,28.427,,,,,0.0705,0.0014,0.015,0.0164,0.1033,0.0869,0.1967,0.0311,20,,0.342,80880,,25.5,6,33.2,,,,33.9,101100,8.67,155.7,7.57
20.1416,1,,,17.877,13.343,,,,,0.1203,0.0033,0.0084,0.0117,0.1437,0.132,0.1433,0.0118,50,,0.096,40573.6,,58,14,28,,,,30.2,50717,8.65,145.8,9.28
20.9032,24196,,,0.088,0.088,,,,,0.0964,0.0029,0.0168,2.9447,3.0608,3.0411,0.23547,0.0121,30,0.15,0.24,14568,,130,25,31.4,,,,33.2,18210,8.79,179.6,12.2
18.22,588,,,26.94,14.02,,,,,0.099,0.001,0.011,0.134,0.245,0.233,0.1,0.03,15,0.1,0.289,28293.6,,82.5,6,30.3,0.3,,,31.8,35367,8.8,226.4,15.3
5.17,1467,,,19.989,12.792,,,,,0.237,0.001,0.011,1.505,1.754,1.742,0.162,0.028,20,0.2,0.313,,,59,40,32,0.3,,,33.2,,7.4,52.3,2.9
15.46,2359,,,31.443,29.561,,,,,0.119,0.002,0.016,1.679,1.816,1.798,0.142,0.028,40,0.2,0.34,71877.36,,17,12,34.2,0.35,,,35,89846.7,8.5,87,4.3
45.56,24196,,,6.512,6.191,,,,,0.067,0.003,0.035,2,2.105,2.067,0.19,0.012,40,0.2,0.18,22426.4,,103.3,80,34,0.6,,,,28033,8.7,139.7,9.8
39.452,86,,,34.478,24.618,,,,,0.130915,0.00108,0.01332,2.951785,3.0971,3.0827,0.1687,0.020218,25,0.4,0.409,63600,,67,17,31.3,0.45,,,30.5,79500,9,138.3,11.8
0.1,6653,,,,,,,,,0.099811,0.006063,0.01006,3.184104,3.300038,3.283915,0.121661,0.02917,30,0.1,0.344,78320,,116,16,32,0.3,,,33.4,97900,8.7,176.15,13.28
6.4416,12997,,,0.088,0.088,,,,,0.060313,0.002246,0.048343,2.601452,2.712354,2.661765,0.228341,0.001,30,0.4,0.326,109040,,79,10,32,0.4,,,36.3,136300,9.5,136.6,9.29
11.85,24196,,,4.133,0.863,,,,,0.069893,0.0044,0.016,1.840228,1.930521,1.910121,0.142076,0.0112,50,0.5,0.21628,23040,,21.18,7.9,33,0.5,,,33.1,28800,8.7,119.6,8.33
0.1,10462,,,26.156,11.576,,,,,0.214727,0.002266,0.013403,2.277085,2.507481,2.491812,0.150712,0.012209,60,0.2,0.27428,38320,,110,32,32,0.3,,,30.3,47900,8.4,150,11
11.85,6488,,,46.662,42.614,,,,,0.124336,0.005,0.00528,3.442167,3.576783,3.566503,0.288566,0.043305,40,0.1,0.42746,64800,,187.5,48,30,0.2,,,31.2,81000,8.8,132,7.3
2.37,24196,,,31.01,19.31,,,,,0.100916,0.001141,0.005118,3.981804,4.088979,4.08272,0.313886,0.045939,50,0.2,0.33396,68880,,60,17,34,0.4,,,35.5,86100,9,142.5,8.2
1.185,15531,,,0.088,0.088,,,,,0.250854,0.000838,0.008016,3.103115,3.362823,3.353969,0.206245,0.030614,30,0.3,0.20653,70960,,57.5,20,35,0.4,,,34.9,88700,8.5,140.4,9.8
0.1,813,,,0.088,0.088,,,,,0.20322,0.01116,0.2254,4.56696,5.00674,4.77018,0.1283,0.0259,50,0.3,0.4385,60320,,58.2353,15,27,0.3,,,26.2,75400,8.5,,
0.8759,1354,,,0.088,0.088,,,,,0.14831,0.00467,0.02293,4.23377,4.40968,4.38208,0.3036,0.0682,30,0.34,0.3472,84640,,132.5,17,32,0.34,,,31,105800,8.3,104.9,7.8
0.1,24196,,,0.088,0.088,,,,,0.13884,0.00234,0.02767,4.94824,5.11709,5.08708,0.1522,0.0456,40,0.18,0.3583,93040,,160,40,31,0.4,,,33.7,116300,8.4,120.3,8.5
0.1,24196,,,0.088,0.088,,,,,0.265818,0.001335,0.016932,1.868891,2.152976,2.134709,0.1168,0.0133,50,0.4,0.3245,82720,,48,12,31,0.53,,,30.5,103400,8.4,56.7,4.2
1.8312,1039,,,39.34,28.05,,,,,0.027072,0.003244,0.083979,3.93671,4.051005,3.963782,0.1849,0.0323,60,0.29,0.414,55360,,175,29,27,0.29,,,28.8,69200,8.8,,
5.4968,299,,,51.05,45.445,,,,,0.18292,0.002671,0.046255,4.23894,4.470786,4.42186,0.2195,0.047,90,0.2,0.1452,,,84,20,27.8,0.2,,,28.2,,8.1,,
0.1,12997,,,38.9,34.11,,,,,0.242028,0.002157,0.030468,4.54284,4.817493,4.784868,0.1755,0.1073,50,0.32,0.1212,91520,,51.5,13,31.6,0.32,,,30.2,114400,8.4,86.1,6.5
0.948,6488,,,13.72,12.54,,,,,0.034097,0.00261,0.012001,2.5783,2.627008,2.612397,0.1617,0.0185,50,0.49,0.1257,25840,,45.2941,16,28.9,0.93,,,27.5,32300,8.4,154.5,12
17.281,1464,,,51.92,38.7,,,,,0.278655,0.005604,0.036186,8.1582,8.478645,8.436855,0.165,0.0193,60,0.4,0.4188,88960,,46.5,14,32.9,0.4,,,34.7,111200,8.2,140.2,9.7
5.7764,,,,3.527,3.244,,,,,0.530393,0.005,0.022599,3.67783,4.235821,4.208222,0.1061,0.0667,,0.48,,,,96.3,10,32.6,0.48,,,34.7,68200,8.54,,
,520,,,8.268,1.2793,,,,,0.0939,0.0063,0.131,0.6051,0.8363,0.699,0.1409,0.0421,30,,0.009,33077.33336,,46.6667,18,32,,,,26.98,41346.6667,8.4067,82.1,5.81
11.9144,1,,,32.253,32.253,,,,,0.0456,0.003,0.0239,0.0269,0.0994,0.0725,0.0911,0.035,25,,0.014,85621.6,,44,3.9,37.9,,,,33.22,107027,8.92,121.1,5.78
10.1276,1,,,38.88,21.322,,,,,0.0652,0.0014,0.0132,0.0146,0.0944,0.0798,0.1212,0.0142,25,,0.3698,69344,,80.5,30,37.1,,,,39.3,86680,7.68,229.5,10.89
1.2924,15531,,,14.508,13.719,,,,,0.2059,0.003,0.0152,0.0182,0.2423,0.2241,0.0699,0.0129,50,,0.214,46106.4,,47.5,5.9,36.9,,,,31.3,57633,7.75,98.3,6.39
20.4292,24196,,,0.088,0.088,,,,,0.3509,0.01,0.0206,2.2011,2.5826,2.552,0.1019,0.0098,30,0.15,0.227,12640,,43.5,4,30.5,,,,34.5,15800,8.33,131.1,8.7
9.25,448,,,22.73,18.04,,,,,0.121,0.004,0.027,0.368,0.52,0.489,0.1,0.03,40,0.1,0.34,31493.6,,125,6.5,30.4,0.3,,,31.7,39367,8.7,102,6.59
4.56,1470,,,24.683,21.866,,,,,0.222,0.002,0.063,2.097,2.384,2.319,0.138,0.027,15,0.2,0.331,,,22.5,11,36.1,0.3,,,34.9,,8.2,48,2.5
11.62,3654,,,20.586,19.824,,,,,0.345,0.004,0.025,1.906,2.28,2.251,0.116,0.001,20,0.3,0.311,71896,,26,5.5,36,0.3,,,35,89870,8.1,143.3,7
21.29,1379,,,9.421,6.545,,,,,0.1,0.002,0.153,3.069,3.324,3.169,0.139,0.016,50,0.4,0.235,46480,,68,23,35,0.4,,,35,58100,8.3,133.9,9
0.1,110,,,41.988,30.831,,,,,0.088299,0.005,0.00371,2.690101,2.78711,2.7784,0.1254,0.021683,25,0.2,0.465,68880,,204,31,31.9,0.5,,,31.3,86100,8.6,,
0.1,2723,,,,,,,,,0.158263,0.008,0.9144,2.580487,3.66115,2.73875,0.096276,0.016,30,0.2,0.337,76640,,152.86,32,30,0.5,,,32.1,95800,8.3,94.4,7
3.6656,2613,,,0.088,0.088,,,,,0.065843,0.002939,0.154031,2.069287,2.2921,2.13513,0.117486,0.023884,20,0.4,0.34,85680,,46,20,32,0.5,,,34.3,107100,8.7,124.3,8.44
2.37,24196,,,12.343,4.747,,,,,0.065791,0.0021,0.1877,1.900377,2.155968,1.966168,0.106418,0.0124,50,0.5,0.23872,28000,,48.75,7.1,31,0.5,,,33.3,35000,8.6,137,9.61
0.1,1421,,,21.125,0.625,,,,,0.088663,0.005215,0.011309,3.392695,3.497882,3.481358,0.186979,0.011204,60,0.2,0.26986,38800,,210,62,32,0.4,,,31.3,48500,8.2,124.8,7.8
0.1,14136,,,32.057,15.826,,,,,0.189238,0.001373,0.003854,2.822315,3.01678,3.011553,0.214861,0.035131,40,0.3,0.46394,61120,,113,30,34,0.4,,,31.8,76400,7.6,125,6.9
0.1,6488,,,31.53,20.37,,,,,0.16748,0.001032,0.003418,4.221332,4.393262,4.388812,0.312368,0.03232,60,0.2,0.3708,65728,,54.62,20,35,0.5,,,35.6,82160,8.8,123.6,6.4
23.7,14136,,,0.088,0.088,,,,,0.192026,0.001044,0.007433,3.62964,3.830143,3.821666,0.215883,0.024908,180,0.4,0.30734,70560,,45.71,21,35,0.6,,,35.4,88200,8.4,,
0.1,1785,,,0.088,0.088,,,,,0.27202,0.00501,0.48352,4.52017,5.28072,4.79219,0.2643,0.0285,50,0.1,0.4412,60240,,90.4,38,26,0.1,,,25.3,75300,8.7,140.6,11.5
