CLOROF_A,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,P_TOT,ORTO_PO4,COLOR_VER,TRANSPARENCIA,ABS_UV,SDT,SAAM,SST,TURBIEDAD,TEMP_AMB,PROFUNDIDAD,CAUDAL,DUR_TOT,TEMP_AGUA,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L
,63,5475,20,8.507,4.9967,3.3,3.3,10,10,0.1108,0.0041,0.0572,0.1379,0.31,0.2487,0.0495,0.0317,30,,0.009,97.28,,10,12,,,1800,93.544,,152,7.1,61,3.95
,1956,6867,86,11.8251,4.2126,2,2.14,10,31.392,0.1787,0.0033,0.0666,0.1345,0.3831,0.3132,0.0579,0.0252,25,,0.009,97.28,,6,3.6,,,1600,223.564,,152,7.1,61,3.95
,1210,3448,110,4.247,4.247,2.42,3.56,12.6,24.36,0.0784,0.0013,0.04,0.3533,0.473,0.4317,0.0622,0.0181,5,,0.0067,96.448,,8.3333,3.4,31.4,,10767,90.8592,23.5,150.7,7.72,102,8.54
,882,2755,31,4.5025,4.5025,2,2.55,12.114,22.6128,0.0814,0.006,0.0632,0.576,0.7266,0.6574,0.1009,0.0168,17.5,,0.009,96.64,,8,5.5,35.5,,270,90.4468,27.7,151,7.5,82.4,6.41
,4651,17329,73,4.6584,4.6279,2.98,3.7,10,10,0.0337,0.0031,0.0887,0.027,0.1525,0.0607,0.0252,0.035,20,,0.1469,110.208,,14,7,37.5,,1935,88.1496,31.5,172.2,7.97,67.6,4.91
,161,7270,41,4.0597,3.8841,2,2.51,18.49,78.79,0.0628,0.0033,0.0383,0.3492,0.4536,0.412,0.0667,0.0434,12.5,,0.1014,158.08,,8.33,2.4,32,,843,144.97,31.8,247,7.78,61.9,4.45
,4611,24196,794,10.3639,7.7313,6.49,7.69,122.4,250.8,0.1522,0.0251,1.3311,0.5812,2.0896,0.7334,0.2893,0.1663,375,,0.229,119.68,,88.33,160,34.7,,2268,84.04,31.1,187,7.33,74.1,5.4
,8664,24196,529,7.433,6.865,2,2.07,32.48,67.396,0.082,0.01,0.56,1.3,1.952,1.382,0.699,0.08,875,,0.271,70.4,0.398,272.5,465,28.5,,986,92.488,25.5,110,7.52,76.7,6.27
,265,2481,20,4.04,3.81,3,4,15,36,0.42,0.003,0.066,0,0.489,0.42,0.085,0.03,10,,0.138,353.28,0.05,18,20,28,,4228.7,94,24,552,7.76,110.2,8.52
,1317,4884,10,3.268,3.268,2,2,10,67.4,0.289,0.004,0.114,0.123,0.53,0.412,0.129,0.015,30,,0.143,94.08,0.037,20.3,29,32,,2693.5,131.6,23.9,147,8.15,99,8.13
,2481,3076,86,7.811,4.468,3.7,13.5,10,52.52,0.077,0.003,0.037,0.33,0.447,0.407,0.085,0.037,20,,0.191,100.48,0.05,23.3,9.7,33,,2572,70,27.6,157,7.6,108.6,8.3
,24196,24196,213,4.246,3.728,3.9,4.5,10,10.03,0.071,0.003,0.04,0.602,0.716,0.673,0.078,0.032,25,,0.114,124.8,0.043,15.2,7,37,,422.4,83.5,31.9,195,8.6,99.6,7.8
,24196,24196,2613,7.263,6.667,2,2,21.49,37.18,0.087,0.008,0.795,1.114,2.004,1.201,0.202,0.111,200,,0.277,154.24,0.064,53.8,22,30,,2110,72,31.8,241,8.4,101.5,7.4
,8664,17329,75,5.506,4.488,2,2,10,10,0.035,0.002,0.037,0.634,0.708,0.669,0.086,0.025,25,,0.109,188.16,0.049,16,6.1,31,,1316,86,31.2,294,8.2,91.2,6.7
,990,1296,31,4.8481,4.1292,2,2,10,10,0.612515,0.0025,0.0825,0,0.697515,0.612515,0.040457,0.0373,25,,0.167,84.48,0.021,8,4.9,25,,1025.4,52.86,23.1,132,8.4,89.1,7.6
,1376,7701,41,5.5947,5.4859,2,2,10,10,0.089149,0.005454,0.104228,0.152651,0.351482,0.2418,0.049604,0.077263,5,,0.069,90.24,0.026,8.67,4.6,32,,15158.4,58.27,25.2,141,8,92.3,7.55
,3255,8664,148,3.7122,2.3186,2,2,10,17.64,0.122577,0.002815,0.035623,0.407675,0.56869,0.530252,0.096983,0.049261,10,,0.118,115.2,0.048,8,5.4,37,,7531.5,57.55,27.6,180,8.6,86.5,6.7
,8664,24196,420,5.2412,2.2525,2,5.27,13.94,18.04,0.065386,0.004512,0.248556,0.509152,0.827606,0.574538,0.155736,0.053927,50,,0.147,165.12,0.01,6,10,35,,316,78.11,34.7,258,8.2,110.9,7.54
,10462,12997,84,4.5105,4.5105,2,2,10.9,19.07,0.054784,0.015344,0.269757,0.85545,1.195335,0.910234,0.233458,0.084674,90,,0.16583,245.76,0.12,52,40,36,,986.3,80.1,31.5,384,8.2,88.6,6.54
,24196,24196,1160,3.953,3.8286,2,2,10,10,0.095363,0.018098,0.101268,0.466079,0.680808,0.561442,0.162306,0.046223,40,,0.12669,133.12,0.229,24,16,,,2026.7,84.4,,208,7.4,88.9,6.91
,1956,2909,41,4.542,4.066,2,2,10,10,0.037461,0.002689,0.117207,0.471939,0.629296,0.5094,0.082,0.019808,20,,0.14214,97.92,0.118,14,9.4,32,,2467.9,58.37,23.8,153,8.5,86.1,7.18
,3076,4352,41,3.4498,3.3741,2,2,10,10,0.127879,0.002223,0.077831,0.234641,0.442574,0.36252,0.053141,0.020128,15,,0.11337,101.76,0.119,11.5,7.4,30,,4474.1,63.74,24.4,159,8.2,81.4,6.85
,3873,6131,115,3.8848,3.8848,2,2,10,10,0.112502,0.001014,0.044389,0.342027,0.499932,0.454529,0.082983,0.028939,13,,0.11309,93.44,0.008,17.5,6.2,40,,1525.5,61.82,27.6,146,7.4,73.6,5.82
,3609,6015,63,2.772,2.2782,2,2,10,10,0.14968,0.002968,0.086088,0.416843,0.655579,0.566523,0.045286,0.045286,15,,0.1233,122.24,0.013,5,3.7,32,,764,64.67,29.4,191,7.3,74.4,5.3
,7701,15531,145,3.9438,3.8997,2,2,10,24.82,0.107607,0.019858,0.114013,0.364452,0.60593,0.472059,0.085063,0.067828,20,,0.11702,124.8,0.017,10,2.2,33,,268,66.96,31.7,195,7.5,63.58,4.85
,5794,6867,63,3.4432,3.4432,2,2,10,17.39,0.198028,0.008849,0.071593,0.207567,0.486037,0.405595,0.078732,0.044389,10,,0.05446,107.52,0.113,10,2.4,32,,960,66.04,27.9,168,7.5,68.8,5.39
,744,5172,52,4.331,4.331,2,2,10,10,0.03114,0.00322,0.05152,0.28642,0.3723,0.31756,0.0372,0.01322,20,,0.125,84.48,0.016,10,3.8,24,,1650,51.79,21.5,132,7.7,86.5,7.61
,1172,6867,63,4.206,4.164,2,2,10,10,0.13096,0.00223,0.11635,0.36761,0.61715,0.49857,0.04935,0.02484,15,,0.16,88.32,0.01,10,3.2,32,,,51.87,24.1,138,7.9,95.8,8.2
,1450,4569,10,4.044,3.96,2,2,10,26.75,0.13868,0.00266,0.02544,0.20656,0.37334,0.34524,0.05638,0.03965,10,,0.101,94.72,0.039,10,4.6,29,,9648,51.09,26.7,148,8.2,95.9,7.63
,24196,24196,776,6.314,4.788,2,9.14,10,10,0.20122,0.009846,0.116248,0.690349,1.017663,0.891569,0.11884,0.05745,30,,0.144,97.92,0.039,51,27,32,,3637,51.16,29.8,153,8,85.8,6.94
,5794,15531,41,4.768,4.668,4.15,5.03,10,22.68,0.2884,0.00328,0.00763,0.62628,0.92559,0.91468,0.16654,0.01804,25,,0.13,112.64,0.012,15.5,7.6,32,,4347,51.09,31.5,176,8.2,86.7,7.13
,1872,3255,20,3.811,3.811,2,2,10,10,0.31751,0.05765,0.26131,0.46484,1.10131,0.78235,0.09606,0.08966,25,,0.071,99.84,0.052,10,4.1,35,,5513,57.53,27.6,156,8,80.2,6.26
,2282,5794,243,4.225,4.225,2,2,10,10,0.030278,0.007264,0.172315,0.59233,0.802187,0.622608,0.046,0.0599,13,,0.115,91.52,0.013,11.5,2.8,22,,,52.91,22.5,143,7.9,104.6,8.98
,3654,8664,468,4.945,4.836,2,2,10,26.66,0.066219,0.004826,0.173261,0.60517,0.849476,0.671389,0.03735,0.04744,15,,0.13,91.52,0.034,10,3.2,25,,25486,54.622,22.3,143,8.2,101.8,8.77
,1126,24196,108,4.771,4.476,2,2,10,21.74,0.060737,0.004559,0.029815,0.59505,0.690161,0.655787,0.06552,0.07491,13,,0.072,90.88,0.058,10,1.4,28,,,59.334,24.1,142,8,93.1,7.73
,1956,12033,20,5.306,5.036,2,2,10,38.09,0.067232,0.005307,0.286017,0.45127,0.809826,0.518502,0.23469,0.04635,30,,0.033,150.4,0.039,14.5,12,39,,2689.4,78.944,33.8,235,7.6,105.3,7.32
,5860,10190,100,3.082,2.808,2,2,10,10,0.262554,0.008588,0.338026,0.71895,1.328118,0.981504,0.20745,0.10943,75,,0.217,95.36,0.045,42,75,30,,2709,52.288,28.3,149,7.7,82.3,6.34
,2230,5380,100,5.494,4.711,2,2,10,13.38,0.148877,0.005336,0.172244,0.68646,1.012917,0.835337,0.16774,0.07415,130,,0.18,76.8,0.116,21.33,35,27,,1001,65.195,23.9,120,8.1,85.5,7.18
,253,3255,120,4.535,4.177,2,2,10,17.56,0.040396,0.003953,0.130587,0.32446,0.499396,0.364856,0.0933,0.04229,15,,0.151,78.08,0.047,11,10,26,,978.1,58.22,21.8,122,7.8,88.7,7.79
,1430,10462,52,4.606,3.544,2,2,10,10,0.07809,0.020811,0.305694,0.82801,1.232605,0.9061,0.15426,0.05704,5,,0.174,93.44,0.059,26.5,15,28,,3122,70.395,25.2,146,7.1,79.2,6.48
,882,,52,3.416,,,2,,15.05,0.12649,0.007647,0.13083,0.51243,0.77739,0.638917,0.20555,0.05787,150,,,105.6,0.063,64.5,60,26,,945.6,69.72,27.1,165,8.3,71.3,5.64
,246,,3,6.356,5.3518,5.78,7.16,16.3,29.5336,0.2277,0.0102,0.0225,0.3281,0.5885,0.5558,0.0672,0.0171,25,1.4,0.009,118.848,,10,3.7,,,,97.632,,185.7,7.48,,
35.356,295,,1,7.1117,5.5761,2.02,2.74,10,20.8,0.1069,0.002,0.0065,0,0.1154,0.1069,0.0448,0.0251,10,1.2,0.009,89.856,,10,0.88,35.3,,,90,29.7,140.4,,,
12.8452,156,,1,9.7272,8.8862,2,2.56,35.73,43.85,0.3668,0.0577,0.2472,0.1153,0.787,0.4821,0.482,0.0474,30,0.9,0.151,100.48,,295,6.1,35.6,,,79.838,32.6,157,,131,9.31
6.33,132,,1,3.021,2.605,5,7.5,20,54.4,0.082,0.001,0.011,0.209,0.303,0.291,0.04,0.014,7.5,2.4,0.128,104.96,,10,1.5,33,40,,129.8,25.8,164,7.6,95.9,8
0.1,201,,1,2.85,2.796,2,2,10,10,0.149,0.002,0.016,0.633,0.8,0.782,0.068,0.039,13,2,0.139,156.16,,10,1,35,40,,179.6,32.1,244,7.8,88.6,6.3
37.38,1274,,1,4.3498,3.6651,2,4.69,11.26,16.08,0.055449,0.012092,0.047357,0.374151,0.489049,0.4296,0.0895,0.0656,5,2.7,0.073,90.24,,10,1.3,32,40,,50.41,26.3,141,8.1,98.5,7.76
0.1,3076,,246,3.4618,3.4618,2,2,10,10,0.096897,0.00531,0.004294,0.177038,0.283539,0.273935,0.055592,0.005997,25,2.5,0.09957,95.36,,6,1.4,38,40,,52.99,31,149,7.5,65.1,4.8
11.5872,122,,1,3.9811,3.7788,2,2,10,28.29,0.07292,0.00067,0.004,0.363088,0.440678,0.436008,0.123796,0.001837,15,1.3,0.09248,81.28,,10,1.9,34,40,,62.59,27,127,8.7,134.2,10.4
2.37,262,,1,5.9251,5.9251,2,2,10,11.02,0.159864,0.003704,0.00253,0.669257,0.835355,0.829121,0.054196,0.004715,13,1.3,0.12125,120.32,,10,4.3,33,40,,54.95,33.8,188,8.4,132.3,9.2
7.6613,2247,,1,4.075,3.819,2,2,10,12.66,0.032551,0.002046,0.030142,0.46948,0.534219,0.502031,0.02766,0.007265,25,1.16,0.10487,85.12,,10,4.4,29,40,,52.01,24.5,133,9.3,146,12.1
,1355,,10,5.32,5.285,2,4.21,10,10,0.260547,0.00285,0.101747,0.56432,0.929464,0.824867,0.026935,0.004565,13,1.96,0.1339,112,,10,1.5,35,40,,53.42,33.4,175,9.1,111.4,7.8
,161,,10,5.508,5.336,2,5.09,10,20.16,0.019478,0.003683,0.03321,1.24741,1.303781,1.266888,0.071542,0.038981,10,0.95,0.01957,124.16,,10,8.2,36,29,,66.37,30.8,194,9,128.7,9.3
5.2376,52,,10,5.2,4.919,2,4.95,17.52,,0.00966,0.010576,0.04442,0.06999,0.134646,0.07965,0.057003,0.022866,10,1.4,0.10454,112.96,,26.06,2.4,34.8,36.8,,74.9,31.6,176.5,8.7,123,8.6
0.1,3873,,10,5.666,5.207,2.9,18.2,10,23.3,0.048681,0.002701,0.15298,0.82449,1.028852,0.873171,0.09322,0.05159,50,1.26,0.15104,76.16,,17.5,25,32,37,,48.72,23.7,119,7.6,,
0.1,336,,10,4.554,4.5,2,2,10,36.86,0.046209,0.007514,0.019568,0.18164,0.254931,0.227849,0.05471,0.025445,13,2.15,0.16474,74.88,,10,2.8,28,40,,62.19,22.4,117,7,70.5,6
3.062,1076,,10,5.71,4.906,2,2,10,11.82,0.090275,0.000792,0.01096,0.41574,0.517762,0.50601,0.034454,0.008098,3,2,,115.2,0.015,10,0.45,38,39.5,,59.84,32.1,180,8.3,89.3,6.4
,161,,3,6.217,6.217,3.86,6.44,21.8,31.088,0.1078,0.002,0.0163,0.493,0.6191,0.6008,0.0807,0.0721,20,3,0.009,120.128,,10,1.5,33.324,,,85.428,,187.7,7.65,66.2,3.93
14.782,309,,10,8.668,5.8727,2.32,3.1,10,14.4,0.0457,0.0022,0.0095,0.7002,0.7576,0.7459,0.043,0.0053,15,0.9,0.009,101.952,,8,5,35.5,,,154,32.4,159.3,,,
12.6984,5794,,20,9.5308,8.2717,2.8,3.76,25.98,36.54,0.1283,0.0315,0.5944,0.3949,1.1491,0.5232,0.5232,0.0675,75,0.4,0.17,93.44,,355,74,34.7,,,65.131,29.8,146,7.07,42.6,3.14
3.81,63,,1,2.334,2.088,6.5,9.3,27.2,46.4,0.122,0.005,0.04,0.119,0.286,0.241,0.043,0.021,10,2,0.147,110.72,,10,1.8,38,21,,60,27.6,173,7.8,99.5,8.2
1.9,109,,1,2.914,2.914,2,2,10,10,0.119,0.005,0.06,0.772,0.956,0.891,0.081,0.032,25,1.3,0.129,156.16,,13,2.1,35,40,,128.6,32,244,7.9,86.8,6.9
17.664,110,,1,4.2335,2.7669,2,2,10,10,0.083555,0.008199,0.033248,0.224145,0.349147,0.3077,0.0783,0.073323,5,2.8,0.101,98.56,,10,1.8,31,25.5,,50.41,27.8,154,7.9,98.3,7.57
2.7208,1,,1,3.856,3.787,2,2,10,10,0.12361,0.005524,0.004,0.314797,0.447931,0.438407,0.122344,0.008568,15,3,0.09994,96.64,,18,1.1,38,40,,57.6,30.1,151,7.7,83.2,6.18
15.3348,20,,1,3.8458,3.7077,2,2,10,27.46,0.164571,0.000871,0.004642,0.313671,0.483755,0.478242,0.133907,0.002006,13,1.2,0.09042,89.6,,10,1.4,34,26,,62.59,27.9,140,7.9,128.1,10
2.844,41,,1,5.3769,5.0556,2,2,10,24.59,0.072247,0.003664,0.002679,0.835213,0.913803,0.90746,0.060629,0.003403,10,1,0.12912,128,,14,2,34,25,,44.77,33.8,200,8.4,122.2,9.6
9.6021,24196,,1,4.527,4.351,2,2,10,10,0.028824,0.001791,0.007112,0.50868,0.546407,0.537504,0.034157,0.006077,18,1.12,0.1047,89.6,,10,6.4,31,35,,52.01,26.2,140,9.4,150.3,12
0.1,10,,10,5.586,5.243,2,5.29,10,10,0.438099,0.00141,0.009183,0.218469,0.667161,0.656568,0.053021,0.004616,15,1.5,0.13699,110.72,,10,1.4,36,34,,51.37,32.9,173,9.1,112.8,7.9
,439,,10,6.699,5.636,2,2,10,25.2,0.024296,0.002259,0.020756,0.91194,0.959251,0.936236,0.039698,0.02691,10,0.66,0.03288,129.92,,10,9,38,9.5,,78.08,,203,9.2,139.8,10.3
9.916,203,,10,5.345,5.264,2,2,10,10,0.025931,0.037535,0.281208,0.05327,0.397944,0.079201,0.088984,0.00683,20,0.87,0.1239,147.84,,32.5,4.3,33.7,14.7,,72.87,31.5,231,8.2,115.3,7.9
0.1,3448,,10,5.653,5.433,5.92,14.4,11.65,49.48,0.046885,0.002794,0.167429,1.22385,1.440958,1.270735,0.119117,0.054691,40,1.2,0.15413,77.44,,33.08,29,31,28,,50.66,23.8,121,7.7,47.1,3.6
0.1,10,,10,4.647,4.266,2,2,10,24.24,0.040309,0.005,0.037819,0.40059,0.483718,0.440899,0.052245,0.022393,13,1.9,0.14899,78.72,,10,3.3,27,27,,62.19,23.1,123,7.3,92.6,7.7
7.6108,368,,10,4.609,3.821,2,2,10,10,0.111835,0.001364,0.014179,0.78759,0.914966,0.899423,0.0346,0.009134,5,0.5,,118.144,0.015,10,0.65,32,37,,59.84,32.4,184.6,8.3,90.7,6.5
,75,,3,6.5641,5.1544,4.88,6.02,17.1,26.4248,0.1324,0.002,0.0058,0.5061,0.6463,0.6385,0.0809,0.0809,20,2.51,0.009,122.496,,10,1.5,33.4,,,85.428,,191.4,7.7,67.3,4.18
29.6288,2143,,20,7.4621,5.4562,2.2,2.62,18.4,24.8,0.0679,0.0018,0.0057,0.6767,0.7521,0.7446,0.0981,0.008,20,0.4,0.009,164.48,,55.5,22,35.3,,,184,31.8,257,,,
18.2976,3076,,20,9.0662,7.3585,2,2,13.8,23.55,0.1136,0.0273,0.5359,0.2356,0.9124,0.3492,0.3492,0.0568,50,0.4,0.172,96,,185,29,34.3,,,84.04,30,150,7.7,97,7.04
3.47,201,,1,3.333,3.333,8,9.7,28.8,50.4,0.119,0.003,0.031,0.217,0.37,0.336,0.069,0.021,5,1.9,0.126,118.4,,7.3,1,26,16.5,,58,27.4,185,7.4,97.6,8
6.64,759,,1,3.352,2.915,2,2,10,10.66,0.067,0.004,0.133,0.661,0.865,0.728,0.077,0.029,20,1.3,0.139,156.8,,18,4.2,30,35,,53.1,30.1,245,8.1,92.6,6.9
14.188,122,,1,4.8796,3.8959,2,4.71,10.45,15.28,0.089729,0.008073,0.041314,0.251871,0.390987,0.3416,0.0792,0.099073,5,2.7,0.122,93.44,,10,2.3,29,16.5,,54.15,27.5,146,8,86,6.68
7.9552,75,,1,3.6028,3.45,2,2,10,10,0.016087,0.00365,0.004,0.388312,0.412049,0.404399,0.091397,0.006916,25,2.5,0.09912,103.04,,17,1.4,36,40,,71.42,29.7,161,7.8,98.5,7.32
0.1,134,,1,3.9644,3.9644,2,2,10,22.46,0.198904,0.001171,0.004,0.349226,0.553301,0.54813,0.161899,0.004596,13,1.1,0.08939,99.84,,10,2.1,31,23,,62.59,27.8,156,8.3,112.8,8.8
,160,,1,5.3453,5.0264,2,2,10,22.05,0.115594,0.00232,0.004,0.747583,0.869497,0.863177,0.05668,0.003997,13,1,0.13152,126.72,,20.67,2.1,35,29,,46.81,33.8,198,8.2,121.2,9.4
4.7329,1266,,1,4.263,4.082,2,4.9,10,10.13,0.034306,0.001443,0.007998,0.737899,0.781646,0.772205,0.028834,0.003625,18,1.05,0.10589,95.36,,10,4.6,32,32,,52.01,26.9,149,9.5,154.7,12.1
,10,,10,6.031,5.732,2,2,10,12.6,0.583404,0.001523,0.005353,0.322227,0.912507,0.905631,0.072792,0.003296,18,1.8,0.13905,111.36,,10,1.7,33,34,,53.42,31.8,174,9.2,112.4,8.1
0.8184,279,,10,6.005,5.753,2,6.07,10,32.11,0.01963,0.002057,0.030257,1.3168,1.368744,1.33643,0.107557,0.036568,15,0.58,0.02672,206.72,,25,6.9,37,2.5,,126.88,30.3,323,7.8,81,6.5
4.078,1162,,10,6.107,6.046,2,2,10,10,0.138312,0.051018,0.4504,0,0.63973,0.138312,0.080896,0.027039,50,0.42,0.22023,116.096,,29.41,24,32.8,7.42,,52.63,32.5,181.4,7.7,80.7,5.7
0.1,1162,,10,5.188,4.748,2.82,20.3,10,34.64,0.047692,0.00315,0.176975,0.60395,0.831767,0.651642,0.105386,0.055633,40,0.97,0.14591,77.44,,36.43,23,29,27,,60.41,23.6,121,7.7,52,4.4
0.1,10,,10,4.933,4.397,2,7.1,10,25.08,0.044586,0.005,0.020377,0.30152,0.371483,0.346106,0.052242,0.024139,10,1.82,0.17057,80.64,,10,3.6,26,19.5,,58.17,22.7,126,7.7,79.5,6.7
7.6108,1793,,10,5.406,4.368,2,2,10,10,0.140248,0.001515,0.01397,2.1085,2.264233,2.248748,0.05498,0.010243,5,0.4,,201.6,0.03,10,0.75,32,32,,53.85,31,315,8.4,83.8,6.2
,345,,41,6.241,6.241,3.5,4.46,19.4,29.5336,0.1811,0.0014,0.004,0.404,0.5905,0.5851,0.069,0.0152,25,2.74,0.009,117.44,,10,1.8,34,,,95.1912,,183.5,7.5,59.2,3.59
12.5448,1989,,20,7.6211,5.6735,2,2,10.4,20,0.059,0.0022,0.0108,0.4791,0.5511,0.5381,0.0427,0.0053,15,0.4,0.009,104.832,,14.5,6.5,36.4,,,102,33.8,163.8,,,
8.7736,3255,,1,9.3825,9.2797,2,2.5,12.99,24.36,0.139,0.0095,0.5687,0.343,1.0602,0.482,0.4819,0.0419,50,0.5,0.168,96,,250,34,35.3,,,67.232,30.2,150,7.17,71.3,4.97
7.22,246,,84,3.157,2.633,6.8,8.6,23.2,52,0.142,0.005,0.034,0.253,0.434,0.395,0.042,0.014,5,2,0.135,108.8,,10,2,35,17,,68.9,26.2,170,7.6,97.6,8
2.84,63,,1,3.073,2.865,2,2,10,11.48,0.134,0.003,0.046,0.536,0.719,0.67,0.074,0.036,15,1.5,0.136,153.6,,7,1.2,32,40,,55.1,31.7,240,7.9,81.4,6
22.34,86,,1,4.5487,3.481,2,4.91,10,16.88,0.056188,0.005493,0.050702,0.419812,0.532195,0.476,0.0609,0.051834,5,2.7,0.106,94.08,,10,2.2,32,20.5,,52.28,28.1,147,8.2,99,7.6
0.1,41,,1,3.9099,3.4643,2,2,10,10,0.099302,0.001717,0.002364,0.308434,0.411817,0.407736,0.114269,0.006594,15,3.4,0.10128,96,,16,1.4,39,40,,43.78,30.6,150,8.1,85.3,6.28
0.1,75,,1,3.7161,3.7161,2,2,10,10,0.120048,0.000878,0.004,0.225726,0.350652,0.345774,0.102161,0.001,13,1.1,0.08631,92.16,,10,1.8,33,22,,64.68,27.7,144,7.8,132,10.2
,203,,1,5.4618,5.1815,2,2,10,29.68,0.081916,0.002388,0.005077,0.94426,1.033641,1.026176,0.120504,0.003914,13,1,0.12947,125.44,,12,2.7,34,25,,44.77,33.8,196,8.4,139.6,9.5
5.9375,2046,,1,4.414,4.201,2,2,10,10,0.035265,0.001262,0.003375,0.75817,0.798072,0.793435,0.055191,0.006195,15,0.44,0.10426,89.6,,10,5.3,32,31,,52.01,26,140,9.3,141.5,11.3
,10,,10,5.985,5.843,2,5.31,10,10,0.353399,0.001704,0.004887,0.407747,0.767737,0.761146,0.047226,0.004123,13,2.1,0.14077,108.16,,10,1.4,35,31,,51.37,32.2,169,9.1,110.4,7.9
0.948,657,,10,6.51,6.023,2,2,10,26.04,0.014162,0.003469,0.03097,1.02535,1.073951,1.039512,0.042046,0.033687,15,0.66,0.10275,139.52,,12,9.3,36,1.4,,78.08,33.3,218,9,135.2,9.4
7.2664,1539,,10,5.718,5.5,2,2,10,13.14,0.032065,0.03653,0.265048,0.57656,0.910203,0.608625,0.044228,0.026148,20,0.91,0.13221,144.64,,10,5.8,33.2,7,,74.9,32,226,8,104.7,7.4
0.1,3076,,10,5.531,4.986,3.02,4.5,12.48,51.62,0.043913,0.004577,0.166745,0.68394,0.899175,0.727853,0.122127,0.077371,40,1.13,0.15515,76.8,,38,29,32,5.5,,52.61,23.7,120,7.7,42.3,3.5
0.1,10,,10,4.538,4.41,2,2,10,34.88,0.035598,0.005,0.01131,0.28552,0.337428,0.321118,0.047698,0.013762,15,2.03,0.15038,80,,10,3.3,27,20,,54.16,23.3,125,7.4,96.2,8
7.1336,7701,,52,5.461,4.102,2,2,10,11.82,0.117301,0.005,0.014836,0.38649,0.523629,0.503793,0.030072,0.009785,5,0.5,,117.056,0.025,10,0.6,33,33,,59.84,31.4,182.9,8.1,87.9,6.3
,,,17,0.9761,0.7726,6.22,7.18,10,10,0.0339,0.006,0.0937,0.0462,0.1798,0.0801,0.001,0.098,12.5,,0.009,252.16,,10,0.5,32.1,,1697,224.5536,28.2,394,8.24,103.7,3.38
,1058,2143,97,0.904,0.904,4,4.9,,19.8016,0.2131,0.0125,0.1841,0.110884,0.520584,0.323984,0.1714,0.099,15,,0.025,224,,5,1.25,28.5,,840,218.196,18.9,350,8.24,116,10.81
,175,1860,20,1.4261,1.4106,3.61,4.03,35.696,44.232,0.3091,0.0235,0.353,0.0057,0.6913,0.3148,0.2389,0.1342,10,,0.009,291.2,,10,1.9,30.2,,380000,112.4604,27.8,455,8.26,134.6,10.14
,110,1130,1,1.3074,1.3074,2,2.54,10,13.736,0.0393,0.0094,0.1206,0.1499,0.3192,0.1892,0.119,0.1478,5,,0.009,210.56,,10,1,34.1,,76,235.8512,26.6,329,7.91,113.9,8.87
,1211,12997,134,5.1284,5.1284,2.43,3.33,16.884,22.512,0.5229,0.0237,0.1003,0.5855,1.2324,1.1084,0.5856,0.3266,17.5,,0.009,297.6,,10,2.5,39,,48,287.7056,32.8,465,7.64,66,4.58
,557,17329,388,2.6153,2.4901,2.63,3.17,16.88,31.36,0.0869,0.0141,0.7053,0.512,1.3183,0.5989,0.1694,0.082,12.5,,0.0596,260.48,,26,20,34.8,,1508,215.384,31.6,407,8.23,99,7.09
,24196,24196,6867,6.6563,6.6024,2.23,2.71,28.42,64.15,0.3389,0.0097,1.0128,0.0189,1.3803,0.3578,0.8694,0.1104,125,,0.152,158.08,,730,350,29.8,,68016,165.363,27.3,247,7.95,95.8,7.37
,17329,24196,5794,5.931,2.477,2,2,15.048,32.472,0.042,0.006,0.64,0.223,0.911,0.265,0.107,0.096,10,,0.019,266.88,0.247,10,1,33.7,,1701,214.284,29.6,417,8.07,93.1,6.87
,808,19863,20,0.249,0.249,2,2,10,57.89,0.134,0.012,0.239,0.4,0.785,0.534,0.179,0.097,7.5,,0.024,266.24,0.028,10,1.8,29,,168.9,212.8,26.8,416,8.5,114.7,9.28
,156,241,1,,,2.3,3.2,10,77.57,0.105,0.01,0.224,0.274,0.613,0.379,0.093,0.066,2.5,,0.02,277.12,0.028,10,0.33,33,,0,184,26.8,433,8.2,134.2,10.1
,622,2909,110,0.792,0.587,3.3,11.3,14.46,35.67,0.047,0.007,0.025,0.166,0.245,0.213,,,2.5,,0.007,321.92,0.024,6.2,1.9,34,,90,198,29.5,503,7.9,109.6,8.2
,5172,5172,20,2.228,2.18,13.4,22.9,16.59,26.35,0.309,0.022,0.674,0.156,1.161,0.465,0.171,0.113,40,,0.076,261.12,0.03,35,13,34,,996,144,30.2,408,8.5,96,6.8
,2613,24196,2247,1.899,1.899,2,9.5,10,16.8,0.217,0.01,0.499,1.122,1.848,1.339,0.293,0.063,30,,0.082,207.36,0.116,92,37,37,,1154,133.6,32.4,324,8.3,95.2,6.7
,6131,9208,122,1.106,0.544,2,5.3,10,10,0.081,0.01,0.571,0.196,0.858,0.277,0.115,0.089,10,,0.038,360.96,0.01,10,2.2,34,,417,171.4,30.6,564,8,108.8,8
,3448,9804,161,0.2292,0.2149,2,2,10,10,0.156775,0.0219,0.2918,0.35065,0.821125,0.507425,0.175,0.1093,15,,0.022,263.68,0.01,10,3.4,34,,756.4,171.9,27.8,412,8,114.5,8.8
